month,affiliate,country,impressions,unique_impressions,ctr,unique_visitors,visitors,leads,registrations,conversion_rate,ftd,qftd,deposits,withdrawals,net_deposits,first_deposits,spread,lot,volume,pl,roi,commission,cpa_commission,cpl_commission,revshare_commission,sub_commission,other_commission,ecpa,ecpl,chargeback_count,chargeback_amount,uid
11/2025,WealthWave,India,0,0,0.00%,5,5,1,1,100.00%,1,1,"1,000.00",-956,44.00,"1,000.00",0.0004,1.0100,"10,100.0000",44.4400,0.04,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,5
11/2025,SanderOever,United States,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,-305,-305,0.00,148.1219,0.2600,"2,600.0000",227.4046,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,10
11/2025,Basilatwani,Cook Islands,0,0,0.00%,0,0,0,0,0.00%,0,0,500.00,0.00,500.00,0.00,14.2600,2.0500,"20,500.0000",725.0900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,20
11/2025,diamondfc,Italy,0,0,0.00%,4,4,0,0,0.00%,0,0,811.00,0.00,811.00,0.00,"29,201.7785",3.3200,"33,200.0000",859.1365,1.72,472.52,0.00,0.00,472.52,0.00,0.00,0.00,0.00,0,0.00,26
11/2025,Mertyoz,Malta,0,0,0.00%,8,13,3,3,0.00%,0,0,0.00,0.00,0.00,0.00,"21,148.3448",1.4400,"14,400.0000",558.2600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,55
11/2025,evolutetrading,Belgium,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"8,484.1578",1.4100,"14,100.0000",185.6466,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,59
11/2025,Fredtrading,United States,0,0,0.00%,8,10,1,1,100.00%,1,1,500.00,-200,300.00,500.00,"165,353.7541",40.5000,"405,000.0000",-755.7553,0.36,837.50,800.00,0.00,37.50,0.00,0.00,837.50,837.50,0,0.00,62
11/2025,fabi69,Turkey,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,53.3200,0.1700,"1,700.0000",-0.4700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,68
11/2025,Mertyoz,Italy,0,0,0.00%,13,25,6,6,33.33%,2,0,245.00,0.00,245.00,245.16,942.2188,0.4500,"4,500.0000",39.8133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,78
11/2025,ElevatingForex,Croatia,0,0,0.00%,1,1,1,1,100.00%,1,1,400.00,0.00,400.00,399.81,"420,198.8420",0.1000,"1,000.0000",1.2200,0.80,500.00,500.00,0.00,0.00,0.00,0.00,500.00,500.00,0,0.00,86
11/2025,jonathanvareymitchell,South Africa,0,0,0.00%,3,4,2,2,0.00%,0,0,"1,156.00",0.00,"1,156.00",0.00,"1,873.4978",6.8300,"68,300.0000","1,153.5744",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,112
11/2025,Basilatwani,United Arab Emirates,0,0,0.00%,2,7,0,0,0.00%,0,0,0.00,-700,-700,0.00,54.4266,1.1400,"11,400.0000",95.6200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,122
11/2025,Fredtrading,United Kingdom,0,0,0.00%,176,293,55,55,69.09%,38,38,"63,833.00","-17,213","46,620.00","32,878.72","4,878,234.6792",37936.4800,"379,364,800.0000","50,902.2029",1.34,"34,713.70","31,600.00",0.00,"3,113.70",0.00,0.00,913.52,631.16,0,0.00,143
11/2025,ajmudronja,Portugal,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,1.7627,1.7100,"17,100.0000",113.4200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,145
11/2025,forexero,Denmark,0,0,0.00%,2,5,1,1,100.00%,1,0,250.00,-100,150.00,250.00,189.4507,0.3000,"3,000.0000",42.2800,5.91,25.37,0.00,0.00,25.37,0.00,0.00,25.37,25.37,0,0.00,162
11/2025,Basilatwani,Netherlands,0,0,0.00%,1,1,227,227,23.79%,54,50,"55,633.00","-7,169","48,464.00","29,059.45","65,614.1311",543.9300,"5,439,300.0000","33,936.3407",1.39,"34,750.00","34,750.00",0.00,0.00,0.00,0.00,643.52,153.08,0,0.00,163
11/2025,masternl,Czech Republic,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,23.4463,0.0600,600.0000,6.3704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,193
11/2025,masternl,Canada,0,0,0.00%,3,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"4,519.2539",1.6700,"16,700.0000",-0.1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,216
11/2025,tradingcentalfx,France,0,0,0.00%,1,2,1,1,0.00%,0,0,0.00,"-1,502","-1,502",0.00,"1,400.4686",10.5800,"105,800.0000","2,795.8082",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,220
11/2025,aff.bullwaves,Colombia,0,0,0.00%,9,22,6,6,133.33%,8,5,"1,312.00",-582,730.00,"1,011.69","5,442.6459",10.2300,"102,300.0000",372.5900,0.97,750.00,750.00,0.00,0.00,0.00,0.00,93.75,125.00,0,0.00,226
11/2025,Mertyoz,Qatar,0,0,0.00%,12,28,9,9,33.33%,3,1,"5,849.00","-1,838","4,011.00","2,368.06","42,677.8958",48.3800,"483,800.0000","-3,101.3549",6.69,600.00,600.00,0.00,0.00,0.00,0.00,200.00,66.67,0,0.00,234
11/2025,forexero,Guadeloupe,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"3,060.1388",0.3800,"3,800.0000",-9.4942,0.00,-5.7,0.00,0.00,-5.7,0.00,0.00,0.00,0.00,0,0.00,236
11/2025,WealthWave,Thailand,0,0,0.00%,3,4,1,1,100.00%,1,0,500.00,0.00,500.00,500.00,56.4500,1.6600,"16,600.0000",-39.4200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,243
11/2025,Mertyoz,Finland,0,0,0.00%,5,8,2,2,0.00%,0,0,651.00,-659,-8,0.00,"1,641.9733",0.0100,100.0000,-12.4904,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,245
11/2025,WealthWave,Bonaire Saint Eustatius and Saba,0,0,0.00%,13,13,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,173.5765,8.7200,"87,200.0000",-166.5816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,254
11/2025,WealthWave,Mexico,0,0,0.00%,1,2,0,0,0.00%,0,0,"1,500.00",0.00,"1,500.00",0.00,502.0960,51.8800,"518,800.0000","2,996.7700",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,257
11/2025,junjix,United Kingdom,0,0,0.00%,11,19,4,4,25.00%,1,0,115.00,-115,0.00,115.43,165.3654,1.6000,"16,000.0000",-253.9261,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,263
11/2025,WealthWave,Austria,0,0,0.00%,1,1,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,64.1510,4.6100,"46,100.0000",-79.8244,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,282
11/2025,Mertyoz,Jamaica,0,0,0.00%,12,18,3,3,0.00%,0,0,0.00,0.00,0.00,0.00,"49,302.0704",30.4900,"304,900.0000","-1,900.2710",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,288
11/2025,basil-tyrone,United Kingdom,0,0,0.00%,7,18,5,5,80.00%,4,5,"3,908.00",0.00,"3,908.00","2,926.60","6,429.7571",84.1700,"841,700.0000","1,512.0715",1.08,"3,620.60","3,200.00",0.00,420.60,0.00,0.00,905.15,724.12,0,0.00,289
11/2025,Fredtrading,Indonesia,0,0,0.00%,3,6,1,1,100.00%,1,1,450.00,0.00,450.00,350.00,"17,494.9313",12.7700,"127,700.0000",833.6800,0.74,604.68,600.00,0.00,4.68,0.00,0.00,604.68,604.68,0,0.00,297
11/2025,aff.bullwaves,Nigeria,0,0,0.00%,16,51,10,10,10.00%,1,0,"1,624.00","-1,082",542.00,100.00,"5,279.0776",34.1200,"341,200.0000",857.3400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,305
11/2025,Fredtrading,Malta,0,0,0.00%,10,19,3,3,33.33%,1,1,403.00,0.00,403.00,403.39,"61,641.1384",2914.8200,"29,148,200.0000","-2,024.4447",0.64,626.44,600.00,0.00,26.44,0.00,0.00,626.44,208.81,0,0.00,306
11/2025,junji2,Brunei Darussalam,0,0,0.00%,2,3,1,1,100.00%,1,1,600.00,0.00,600.00,600.00,20.5900,0.0500,500.0000,7.0100,0.60,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,312
11/2025,Fredtrading,Sweden,0,0,0.00%,19,29,4,4,100.00%,4,4,"10,153.00","-3,347","6,806.00","4,199.37","370,945.3338",3409.3100,"34,093,100.0000","6,877.2430",1.20,"5,685.58","3,800.00",0.00,"1,885.58",0.00,0.00,"1,421.40","1,421.40",0,0.00,316
11/2025,Fredtrading,Hungary,0,0,0.00%,5,9,3,3,33.33%,1,1,350.00,-350,0.00,350.00,"51,700.4758",64.9200,"649,200.0000","2,505.5700",0.00,824.72,800.00,0.00,24.72,0.00,0.00,824.72,274.91,0,0.00,326
11/2025,Mertyoz,Isle of Man,0,0,0.00%,1,7,0,0,0.00%,1,1,"1,510.00","-3,137","-1,627",393.85,"48,873.0147",50.2700,"502,700.0000","-1,674.5081",-2.71,600.00,600.00,0.00,0.00,0.00,0.00,600.00,0.00,0,0.00,334
11/2025,forexero,United Kingdom,0,0,0.00%,1,1,0,0,0.00%,0,0,350.00,-951,-601,0.00,"13,714.6293",1.3400,"13,400.0000",-360.7600,2.78,-216.46,0.00,0.00,-216.46,0.00,0.00,0.00,0.00,0,0.00,336
11/2025,WealthWave,United Arab Emirates,0,0,0.00%,14,29,8,8,75.00%,6,6,"29,350.00",0.00,"29,350.00","6,349.60","361,679.2955",224.5200,"2,245,200.0000","21,362.3300",4.89,"6,000.00","6,000.00",0.00,0.00,0.00,0.00,"1,000.00",750.00,0,0.00,338
11/2025,tradingcentalfx,Canada,0,0,0.00%,2,2,1,1,100.00%,1,1,"2,570.00",-475,"2,095.00",500.00,"6,998.7947",488.1100,"4,881,100.0000","2,859.2800",2.99,700.00,700.00,0.00,0.00,0.00,0.00,700.00,700.00,0,0.00,373
11/2025,melofx,Australia,0,0,0.00%,2,39,1,1,300.00%,3,3,"1,957.00","-1,560",397.00,"1,532.43",76.8918,12.4000,"124,000.0000",-198.7598,0.26,"1,500.00","1,500.00",0.00,0.00,0.00,0.00,500.00,"1,500.00",0,0.00,417
11/2025,Mertyoz,Sweden,0,0,0.00%,14,28,6,6,16.67%,1,2,"1,240.00",-355,885.00,"1,000.00","14,215.8655",6.3500,"63,500.0000",533.2258,0.74,"1,200.00","1,200.00",0.00,0.00,0.00,0.00,"1,200.00",200.00,0,0.00,420
11/2025,Mertyoz,United Arab Emirates,0,0,0.00%,142,250,55,55,36.36%,20,16,"69,917.00","-21,186","48,731.00","23,466.59","591,343.1055",33285.7300,"332,857,300.0000","31,701.8792",4.69,"10,400.00","10,400.00",0.00,0.00,0.00,0.00,520.00,189.09,0,0.00,432
11/2025,Mertyoz,Colombia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,-552,-552,0.00,1.8300,0.0100,100.0000,-1.8300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,441
11/2025,Fredtrading,Germany,0,0,0.00%,44,87,20,20,55.00%,11,11,"17,109.00",-158,"16,951.00","11,465.56","669,699.8763",1260.6000,"12,606,000.0000","10,165.5443",1.84,"9,224.32","8,800.00",0.00,424.32,0.00,0.00,838.57,461.22,0,0.00,446
11/2025,Mertyoz,Slovakia,0,0,0.00%,4,14,4,4,25.00%,1,1,394.00,-483,-89,394.18,"13,863.8230",4.9000,"49,000.0000",237.6922,-0.15,600.00,600.00,0.00,0.00,0.00,0.00,600.00,150.00,0,0.00,457
11/2025,WealthWave,Puerto Rico,0,0,0.00%,1,1,1,1,100.00%,1,1,"11,000.00",0.00,"11,000.00","1,000.00",60.6802,3.8200,"38,200.0000",-54.4800,11.00,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,486
11/2025,FundedFast,United Arab Emirates,0,0,0.00%,3,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"1,264.0800",0.6700,"6,700.0000",-164.2600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,497
11/2025,JamieLeon,United Kingdom,0,0,0.00%,62,98,25,25,52.00%,13,10,"14,562.00",-196,"14,366.00","12,564.15","17,949.3087",31.3200,"313,200.0000","1,347.9797",2.50,"5,747.05","5,600.00",0.00,147.05,0.00,0.00,442.08,229.88,0,0.00,505
11/2025,masternl,United Arab Emirates,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,2.6400,0.0100,100.0000,-2.6400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,509
11/2025,WealthWave,South Africa,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,"-1,911","-1,911",0.00,"2,095.2873",18.8700,"188,700.0000",405.9500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,523
11/2025,WealthWave,Japan,0,0,0.00%,5,5,1,1,100.00%,1,1,"1,000.00",-939,61.00,"1,000.00",0.0006,2.0000,"20,000.0000",61.0000,0.06,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,527
11/2025,basil-hannah,Portugal,0,0,0.00%,0,0,0,0,0.00%,0,0,"2,755.00","-2,500",255.00,0.00,491.0919,7.4000,"74,000.0000",616.8210,1.02,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,534
11/2025,theforexcomplex,Germany,0,0,0.00%,3,3,2,2,50.00%,1,0,647.00,-300,347.00,299.96,254.0360,1328.1100,"13,281,100.0000",208.6168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,567
11/2025,MoonAff,Italy,0,0,0.00%,125,303,42,42,59.52%,25,18,"65,015.00","-26,525","38,490.00","47,112.17","434,101.1362",787.0500,"7,870,500.0000","38,013.2897",1.79,"21,550.00","21,550.00",0.00,0.00,0.00,0.00,862.00,513.10,0,0.00,583
11/2025,Basilatwani,New Zealand,0,0,0.00%,35,85,2,2,100.00%,2,2,"21,501.00","-6,873","14,628.00",600.14,"58,776.1922",6846.1900,"68,461,900.0000","34,134.2565",6.80,"2,150.00","2,150.00",0.00,0.00,0.00,0.00,"1,075.00","1,075.00",0,0.00,599
11/2025,WealthWave,Netherlands,0,0,0.00%,178,278,55,55,76.36%,42,43,"62,909.00","-72,382","-9,473","41,735.39","212,082.8659",3733.8300,"37,338,300.0000","24,845.5543",-0.26,"36,700.00","36,700.00",0.00,0.00,0.00,0.00,873.81,667.27,0,0.00,610
11/2025,Mertyoz,Egypt,0,0,0.00%,14,24,6,6,33.33%,2,2,797.00,-395,402.00,797.22,"2,545.3629",0.8200,"8,200.0000",308.7308,0.34,"1,200.00","1,200.00",0.00,0.00,0.00,0.00,600.00,200.00,0,0.00,623
11/2025,fxnltrading,Australia,0,0,0.00%,39,95,11,11,18.18%,2,3,949.00,-414,535.00,948.74,"1,102.5510",8.5800,"85,800.0000",674.7300,0.30,"1,800.00","1,800.00",0.00,0.00,0.00,0.00,900.00,163.64,0,0.00,626
11/2025,Fredtrading,Slovenia,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"65,880.5296",0.0700,700.0000,458.9483,0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0,0.00,631
11/2025,Saix004,Italy,0,0,0.00%,5,16,0,0,0.00%,0,1,"4,779.00",-404,"4,375.00",0.00,"514,122.6264",49.3600,"493,600.0000","7,243.4396",14.58,300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,632
11/2025,jonathanvareymitchell,Malaysia,0,0,0.00%,31,38,54,54,57.41%,31,31,"209,114.00","-60,049","149,065.00","24,277.68","1,793,606.5527",24687.2800,"246,872,800.0000","143,192.8209",4.16,"35,800.00","35,800.00",0.00,0.00,0.00,0.00,"1,154.84",662.96,0,0.00,633
11/2025,Andrewcga,Switzerland,0,0,0.00%,0,0,0,0,0.00%,0,1,0.00,0.00,0.00,0.00,418.7922,5.9400,"59,400.0000","1,113.8500",0.00,700.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,642
11/2025,ElevatingForex,Singapore,0,0,0.00%,0,0,0,0,0.00%,0,0,500.00,-400,100.00,0.00,"8,708.0028",15.1100,"151,100.0000",-154.8400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,662
11/2025,bridges,South Africa,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,370.3290,2.6500,"26,500.0000",304.5300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,665
11/2025,junjix,France,0,0,0.00%,1,2,0,0,0.00%,1,1,"1,200.00",-203,997.00,500.00,"3,253.2607",30.9000,"309,000.0000",518.3400,1.00,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00",0.00,0,0.00,670
11/2025,WealthWave,Pakistan,0,0,0.00%,1,2,1,1,100.00%,1,1,"1,300.00",0.00,"1,300.00","1,299.98",7.5918,4.3400,"43,400.0000",-68.3100,1.30,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,694
11/2025,Default Affiliate,Indonesia,0,0,0.00%,0,0,18,18,16.67%,3,0,"1,402.00","-28,420","-27,018","1,401.88","36,369.1062",115.3500,"1,153,500.0000","-1,111.5700",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,703
11/2025,Billionairetrading,Croatia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"111,302.3508",0.0200,200.0000,0.5575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,719
11/2025,Fredtrading,Latvia,0,0,0.00%,2,4,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,15.2810,0.1300,"1,300.0000",24.3097,0.00,0.26,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0,0.00,720
11/2025,MoonAff,Germany,0,0,0.00%,2,2,2,2,100.00%,2,2,"9,858.00",0.00,"9,858.00","9,858.19",512.6275,8.9900,"89,900.0000",-253.9974,2.46,"4,000.00","4,000.00",0.00,0.00,0.00,0.00,"2,000.00","2,000.00",0,0.00,721
11/2025,WealthWave,Singapore,0,0,0.00%,90,148,34,34,79.41%,27,23,"35,209.00","-7,430","27,779.00","26,962.56","125,855.0667",239.0200,"2,390,200.0000","1,713.1389",1.39,"19,950.00","19,950.00",0.00,0.00,0.00,0.00,738.89,586.76,0,0.00,723
11/2025,basil-hannah,Romania,0,0,0.00%,0,0,0,0,0.00%,0,0,500.00,0.00,500.00,0.00,"14,036.4505",5.6800,"56,800.0000",413.4200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,725
11/2025,Fredtrading,Belgium,0,0,0.00%,10,22,1,1,0.00%,0,0,"6,077.00",0.00,"6,077.00",0.00,"62,883.4093",191.6100,"1,916,100.0000","2,079.2677",56.36,107.82,0.00,0.00,107.82,0.00,0.00,0.00,107.82,0,0.00,789
11/2025,Mertyoz,Hungary,0,0,0.00%,6,7,1,1,0.00%,0,0,498.00,0.00,498.00,0.00,"30,150.2482",2.9400,"29,400.0000","2,175.2137",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,796
11/2025,Basilatwani,Viet Nam,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,2.0070,0.0200,200.0000,1.9400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,835
11/2025,WealthWave,Malaysia,0,0,0.00%,1,3,2,2,0.00%,0,0,0.00,-716,-716,0.00,51.8238,1.1300,"11,300.0000",-25.7200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,836
11/2025,basil-hannah,Saudi Arabia,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,264.5281,5.7500,"57,500.0000",200.2400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,847
11/2025,Default Affiliate,Mexico,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"1,856.5870",0.1200,"1,200.0000",3.3000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,857
11/2025,aff.bullwaves,Lithuania,0,0,0.00%,0,1,0,0,0.00%,1,0,100.00,0.00,100.00,100.00,236.9120,0.1200,"1,200.0000",105.1300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,861
11/2025,frenibusiness,Italy,0,0,0.00%,26,66,18,18,88.89%,16,13,"13,578.00","-8,316","5,262.00","11,033.38","416,068.8639",73.9000,"739,000.0000","6,600.4594",0.88,"6,000.00","6,000.00",0.00,0.00,0.00,0.00,375.00,333.33,0,0.00,925
11/2025,MoonAff,Panama,0,0,0.00%,1,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,471.0900,1.3000,"13,000.0000",62.9600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,952
11/2025,WealthWave,Switzerland,0,0,0.00%,10,19,5,5,100.00%,5,4,"9,059.00","-2,075","6,984.00","3,632.37","1,279.9152",42.9400,"429,400.0000","1,093.0251",2.25,"3,100.00","3,100.00",0.00,0.00,0.00,0.00,620.00,620.00,0,0.00,955
11/2025,jonathanvareymitchell,Ghana,0,0,0.00%,3,5,2,2,50.00%,1,1,"1,499.00","-1,000",499.00,499.94,"128,293.1902",34.9400,"349,400.0000",585.7700,0.50,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00",500.00,0,0.00,964
11/2025,telecserega1981,Belarus,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,-370,-370,0.00,54.1235,150.7800,"1,507,800.0000",20.9500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,967
11/2025,FundedFast,Australia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,792.4299,0.1600,"1,600.0000",188.1600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,994
11/2025,Fredtrading,Luxembourg,0,0,0.00%,1,3,1,1,0.00%,0,0,"4,616.00","-2,310","2,306.00",0.00,"15,121.3484",40.4500,"404,500.0000","-2,349.6685",38.76,59.50,0.00,0.00,59.50,0.00,0.00,0.00,59.50,0,0.00,1001
11/2025,jonathanvareymitchell,Lithuania,0,0,0.00%,0,0,0,0,0.00%,0,0,"1,621.00",-229,"1,392.00",0.00,"42,990.3543",19.0900,"190,900.0000","2,022.9361",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1004
11/2025,aff.bullwaves,Poland,0,0,0.00%,10,19,3,3,66.67%,2,2,"1,500.00",0.00,"1,500.00","1,500.00",74.6160,5.4600,"54,600.0000",393.9040,3.33,450.00,450.00,0.00,0.00,0.00,0.00,225.00,150.00,0,0.00,1034
11/2025,masternl,Portugal,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"8,997.4818",15.8500,"158,500.0000","2,191.9241",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1040
11/2025,Default Affiliate,Israel,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,248.3147,1.1000,"11,000.0000",71.6192,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1048
11/2025,Nardo99,Italy,0,0,0.00%,6,7,4,4,75.00%,3,3,"5,952.00","-2,750","3,202.00","3,439.21","2,725.4508",30.5600,"305,600.0000","1,602.5901",1.78,"1,800.00","1,800.00",0.00,0.00,0.00,0.00,600.00,450.00,0,0.00,1075
11/2025,NextStar,Romania,0,0,0.00%,2,11,3,3,33.33%,1,1,710.00,0.00,710.00,510.00,"108,112.1891",3.1400,"31,400.0000",709.7400,0.79,900.00,900.00,0.00,0.00,0.00,0.00,900.00,300.00,0,0.00,1138
11/2025,fxgodfather,Switzerland,0,0,0.00%,1,1,1,1,100.00%,1,1,346.00,0.00,346.00,346.34,"3,293.5336",4.4000,"44,000.0000",345.0821,0.77,450.00,450.00,0.00,0.00,0.00,0.00,450.00,450.00,0,0.00,1139
11/2025,masternl,Singapore,0,0,0.00%,0,0,0,0,0.00%,0,0,116.00,0.00,116.00,0.00,"5,002.1312",10.9400,"109,400.0000",817.8990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1142
11/2025,junjix,Germany,0,0,0.00%,8,8,1,1,200.00%,2,0,"14,618.00","-1,025","13,593.00","1,000.00","28,656.9923",287.3500,"2,873,500.0000","2,237.6624",38.84,350.00,350.00,0.00,0.00,0.00,0.00,175.00,350.00,0,0.00,1143
11/2025,Mertyoz,Lebanon,0,0,0.00%,2,2,0,0,0.00%,0,1,132.00,0.00,132.00,0.00,"7,922.7332",2.4700,"24,700.0000",940.1284,0.13,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1160
11/2025,Anthhony,Germany,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,12.1422,2.0700,"20,700.0000",199.7019,0.00,8.28,0.00,0.00,8.28,0.00,0.00,0.00,0.00,0,0.00,1162
11/2025,fabi69,"Moldova, Republic of",0,0,0.00%,5,14,1,1,0.00%,0,0,0.00,-500,-500,0.00,"5,970.7623",7.8300,"78,300.0000","1,628.1768",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1166
11/2025,aff.bullwaves,Germany,0,0,0.00%,14,28,8,8,62.50%,5,5,"20,230.00","-1,989","18,241.00","3,247.23","21,791.7094",222.2700,"2,222,700.0000","20,696.7527",6.76,"2,700.00","2,700.00",0.00,0.00,0.00,0.00,540.00,337.50,0,0.00,1177
11/2025,junjix,Italy,0,0,0.00%,4,7,1,1,100.00%,1,1,693.00,-736,-43,578.47,509.3830,2.4800,"24,800.0000",-37.4103,-0.04,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,1184
11/2025,Basilatwani,Cambodia,0,0,0.00%,0,0,0,0,0.00%,0,0,100.00,0.00,100.00,0.00,298.8722,1.6700,"16,700.0000",99.4500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1187
11/2025,FundedFast,Mexico,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,976.7900,2.9700,"29,700.0000",225.0700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1192
